room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
2014882,1521296,Private room,Brighton,17,4.5,4,1,80,2,42.34416,-71.155364,19:35.5
2019924,10384039,Entire home/apt,Jamaica Plain,0,,2,2,97,1,42.311956,-71.110565,38:11.9
2020777,10386866,Private room,Downtown,1,5,2,1,371,5,42.349994,-71.065297,21:45.5
2021093,7000428,Entire home/apt,West End,5,4.5,2,1,228,7,42.361244,-71.065112,52:30.2
2021274,1417977,Private room,South Boston,19,4.5,3,1,200,1,42.333818,-71.033196,15:50.0
2021382,10389396,Private room,Back Bay,6,3,1,1,135,1,42.345099,-71.084744,59:00.9
2022051,3839373,Entire home/apt,Jamaica Plain,2,4.5,4,2,456,1,42.313409,-71.104685,20:06.6
2022093,2965658,Entire home/apt,Downtown,18,5,4,1,170,1,42.358657,-71.056957,40:04.7
2022123,10392711,Private room,Allston,0,,1,1,1141,1,42.350949,-71.136826,55:20.8
2022200,9128788,Private room,Back Bay,7,4.5,2,1,160,1,42.343297,-71.084394,23:15.6
2022303,10393465,Entire home/apt,South Boston,23,5,4,2,342,2,42.341792,-71.052736,18:14.7
2043261,10478250,Entire home/apt,North End,2,4,3,1,113,1,42.365732,-71.053001,00:51.8
2043529,10478250,Entire home/apt,North End,1,4,4,2,170,1,42.365663,-71.051305,07:30.5
2043541,10478250,Entire home/apt,North End,4,4.5,6,2,216,1,42.366846,-71.051186,12:59.8
2049271,10503800,Private room,East Boston,1,,2,1,57,1,42.369524,-71.031943,01:51.3
2050034,10506938,Private room,Allston,12,5,3,1,97,1,42.351797,-71.137448,59:15.8
2061478,10550788,Entire home/apt,Brighton,1,5,2,1,137,5,42.337582,-71.1503,20:53.2
2069644,2322159,Entire home/apt,Fenway,13,5,2,1,103,1,42.341064,-71.097767,08:59.0
2077794,1500300,Entire home/apt,Jamaica Plain,6,4.5,4,1,136,3,42.304424,-71.114299,45:15.8
2088320,2621102,Private room,Jamaica Plain,6,5,1,1,66,1,42.305903,-71.11571,02:28.3
2108738,10750832,Entire home/apt,Back Bay,11,4.5,2,0,257,1,42.350464,-71.08894,28:05.8
2113403,527962,Entire home/apt,South End,1,4.5,2,0,103,3,42.341347,-71.075699,59:45.9
2124467,9402135,Private room,Beacon Hill,47,5,2,1,90,1,42.360408,-71.067293,26:28.2
2126053,10844648,Entire home/apt,Beacon Hill,6,4.5,2,0,188,5,42.356716,-71.071472,52:19.3
2130425,2697524,Private room,Fenway,11,5,2,1,210,3,42.343459,-71.102043,03:00.9
2132666,1112168,Private room,Allston,0,,2,1,103,1,42.348368,-71.138066,29:35.2
2135075,3594203,Entire home/apt,South Boston,19,4,4,2,113,2,42.332613,-71.054853,13:13.1
2145818,3043934,Shared room,Roxbury,4,5,2,1,91,14,42.338911,-71.082355,09:08.7
2164671,11045198,Entire home/apt,Dorchester,5,5,4,2,102,1,42.293633,-71.058133,32:07.0
2167993,317841,Entire home/apt,Charlestown,13,5,2,1,222,1,42.376385,-71.051363,28:52.0
2174476,5618949,Entire home/apt,Fenway,5,5,2,0,176,2,42.344057,-71.098065,01:47.4
2174711,5618949,Entire home/apt,Longwood Medical Area,24,4.5,4,0,176,2,42.339383,-71.100172,01:48.9
2177705,11106829,Entire home/apt,South End,0,,6,2,570,3,42.341352,-71.081832,21:35.5
2183058,11132080,Entire home/apt,North End,18,5,4,1,200,4,42.364293,-71.054521,11:36.4
2183326,4481861,Private room,East Boston,3,4.5,1,1,57,1,42.382585,-71.032448,17:23.2
2186358,9419684,Entire home/apt,Fenway,2,5,3,1,397,3,42.344313,-71.098185,56:59.1
2187640,9419684,Entire home/apt,Chinatown,2,5,3,1,381,3,42.351365,-71.06236,58:03.8
2187766,9419684,Entire home/apt,Chinatown,5,5,5,2,470,3,42.351638,-71.062148,01:21.6
2197260,1171636,Entire home/apt,Dorchester,0,,3,2,160,3,42.294787,-71.054421,01:54.8
2201031,7312862,Entire home/apt,East Boston,23,4,2,1,123,2,42.371534,-71.038389,36:27.5
2204023,11245386,Entire home/apt,East Boston,19,4.5,2,1,114,1,42.375303,-71.035785,57:28.9
2214923,9419684,Entire home/apt,Fenway,0,,5,2,470,3,42.344324,-71.097563,01:24.7
2216767,11308029,Entire home/apt,West End,9,4.5,2,1,204,1,42.361258,-71.067677,26:56.2
2219399,1624549,Private room,Jamaica Plain,8,5,2,1,131,2,42.300734,-71.114311,07:04.4
2222932,4186430,Entire home/apt,South End,1,5,7,2,399,1,42.344049,-71.070144,38:16.1
2226700,11363118,Entire home/apt,Beacon Hill,0,,4,2,456,3,42.356367,-71.072342,02:14.3
2227511,4481861,Private room,East Boston,9,3,1,1,68,1,42.381108,-71.034654,22:40.5
2227959,2005394,Private room,Brighton,5,4.5,2,1,74,1,42.344889,-71.137144,02:04.3
2242741,11454809,Entire home/apt,Brighton,16,4.5,8,2,398,1,42.346693,-71.140109,27:30.0
2243499,9419684,Entire home/apt,Fenway,0,,3,1,397,3,42.344324,-71.099166,22:22.9
2243598,321452,Entire home/apt,Beacon Hill,39,4.5,4,1,183,2,42.358675,-71.070799,02:51.1
2246959,9419684,Entire home/apt,South End,4,5,5,2,470,3,42.344904,-71.078458,18:28.8
2247190,9419684,Entire home/apt,Back Bay,6,4.5,5,2,470,3,42.344899,-71.079087,06:49.9
2251953,11501545,Entire home/apt,Roxbury,2,5,2,1,285,1,42.315394,-71.097138,25:22.5
2256917,4480671,Shared room,Fenway,3,4.5,2,1,56,7,42.34742,-71.08849,06:22.3
2262096,11551173,Private room,Beacon Hill,1,,2,1,74,1,42.357993,-71.072721,35:41.9
2265776,11570420,Private room,Downtown,24,4.5,2,1,131,2,42.36039,-71.05332,24:53.4
2268196,4232125,Private room,East Boston,7,5,2,1,80,2,42.39023,-71.00976,13:34.9
2277821,9410008,Entire home/apt,Back Bay,15,5,6,2,513,3,42.349237,-71.084527,31:32.2
2278704,11631886,Private room,Mattapan,23,4.5,2,1,67,1,42.281923,-71.095144,19:16.7
2289672,11695972,Private room,South End,0,,2,1,251,2,42.342158,-71.078068,00:02.0
2292495,9653086,Entire home/apt,South End,1,5,4,1,171,1,42.340323,-71.075715,03:30.5
2295530,11725202,Private room,Jamaica Plain,17,5,2,1,82,2,42.317786,-71.105136,54:30.4
2301709,1444340,Entire home/apt,South End,4,5,5,2,285,1,42.337264,-71.076327,02:24.3
2303814,5801209,Private room,Fenway,8,4,2,1,108,1,42.34901,-71.094461,30:24.4
2304866,11771785,Entire home/apt,North End,1,5,2,1,228,1,42.365803,-71.054914,44:56.7
2308630,5448841,Entire home/apt,Jamaica Plain,9,5,4,2,228,1,42.305162,-71.109106,06:46.1
2320770,5804155,Private room,East Boston,0,,1,1,91,1,42.365081,-71.030078,03:28.6
2332883,6701853,Entire home/apt,Roxbury,7,5,2,1,205,2,42.338892,-71.082273,42:51.3
2345404,11377209,Private room,Fenway,1,5,1,1,228,2,42.348512,-71.093819,30:46.1
2348482,10014745,Private room,Dorchester,1,3,2,1,80,1,42.291438,-71.073718,34:07.6
2357577,12040651,Private room,Dorchester,35,4.5,2,1,90,2,42.320537,-71.054667,32:30.8
2360109,9967305,Entire home/apt,Fenway,17,4.5,3,0,200,1,42.343188,-71.096581,17:35.6
2361525,87592,Entire home/apt,South End,6,5,3,1,228,1,42.342929,-71.079347,27:25.5
2365632,12083797,Entire home/apt,Jamaica Plain,5,4.5,4,2,257,7,42.300252,-71.109574,32:45.7
2372987,814298,Entire home/apt,Roxbury,15,4.5,2,1,200,3,42.336116,-71.077543,59:42.1
2374089,11356547,Entire home/apt,Back Bay,2,5,2,0,228,7,42.35566,-71.075224,37:18.4
2376518,10250257,Entire home/apt,North End,1,5,4,1,257,3,42.362585,-71.055655,30:27.6
2378421,12150111,Private room,Jamaica Plain,12,5,2,1,154,2,42.311438,-71.118645,27:33.5
2380804,12162800,Entire home/apt,West End,14,5,2,1,171,2,42.361529,-71.06894,57:28.7
2384107,4004495,Entire home/apt,South Boston Waterfront,9,5,3,1,445,2,42.347259,-71.046623,55:08.2
2384581,12083797,Private room,Jamaica Plain,8,5,2,1,108,1,42.309357,-71.116827,35:26.5
2391921,12218203,Entire home/apt,Bay Village,7,5,4,1,542,2,42.347888,-71.072049,53:52.8
2392404,12220952,Entire home/apt,Charlestown,5,5,6,2,365,1,42.379846,-71.073122,38:02.8
2395326,12230539,Entire home/apt,South End,10,4.5,2,1,188,1,42.346433,-71.070916,31:49.4
2404120,6010305,Entire home/apt,Fenway,1,5,2,1,314,1,42.343789,-71.086386,07:57.4
2410268,7156186,Entire home/apt,Allston,1,3,4,2,183,1,42.3651,-71.118315,09:50.9
2412715,6201198,Entire home/apt,South Boston,1,5,4,2,570,4,42.337949,-71.041942,22:37.0
2412779,12330790,Entire home/apt,South End,0,,2,1,570,1,42.340427,-71.081246,55:16.6
2423613,7000428,Private room,Beacon Hill,1,4,1,1,126,3,42.36091,-71.065104,26:03.9
2426468,5573822,Entire home/apt,Beacon Hill,3,4.5,2,0,131,1,42.359346,-71.0709,46:16.8
2429196,12416321,Private room,South End,26,5,2,1,171,3,42.343064,-71.072005,01:38.9
2429821,6057442,Shared room,Downtown,8,4.5,1,1,80,1,42.351736,-71.066272,00:43.9
2432105,2072573,Private room,South Boston,0,,2,1,285,2,42.33766,-71.037552,48:30.9
2439779,213107,Entire home/apt,West End,11,5,2,1,280,2,42.363695,-71.068872,45:54.3
2441092,8217120,Private room,Fenway,2,5,2,1,228,1,42.35041,-71.095381,04:48.1
2441095,3594203,Entire home/apt,East Boston,21,4.5,4,2,113,1,42.380163,-71.035852,06:28.9
2442118,11070640,Shared room,Jamaica Plain,5,5,2,1,64,1,42.313341,-71.111521,05:58.3
2444202,51637,Entire home/apt,Back Bay,0,,2,1,341,7,42.35002,-71.086289,21:52.4
2454162,10250257,Entire home/apt,North End,16,5,2,0,205,3,42.367228,-71.056616,11:41.0
2473997,3875741,Private room,Roxbury,11,4.5,3,1,86,1,42.327535,-71.082954,02:40.9
2477372,12670640,Entire home/apt,Charlestown,1,5,2,1,285,1,42.374861,-71.058247,25:24.3
2481019,508268,Entire home/apt,Downtown,4,4.5,4,1,261,3,42.364087,-71.059429,00:10.4
2482596,12666986,Entire home/apt,South Boston Waterfront,0,,2,0,143,25,42.350803,-71.050356,20:35.4
2493472,12761647,Entire home/apt,Back Bay,17,5,4,1,250,2,42.349666,-71.07694,11:34.0
2495047,5430185,Entire home/apt,South End,1,3,2,0,183,26,42.341791,-71.072459,31:05.6
2508115,2664389,Entire home/apt,Fenway,2,4.5,4,1,399,1,42.343492,-71.097842,37:29.5
2515870,12878584,Entire home/apt,Dorchester,28,5,2,1,171,1,42.322216,-71.054855,17:29.7
2519040,2166257,Entire home/apt,West End,7,5,2,1,456,2,42.361241,-71.064442,55:16.2
2521098,3634008,Entire home/apt,West End,7,4.5,2,1,137,1,42.365798,-71.067827,00:55.8
2529318,12952234,Entire home/apt,Mattapan,6,5,5,2,143,3,42.273669,-71.077094,14:20.6
2529401,12934538,Entire home/apt,South End,0,,4,2,451,1,42.342085,-71.066742,58:23.6
2537186,3135473,Entire home/apt,Downtown,0,,6,3,1711,1,42.353629,-71.062283,50:49.9
2544291,4232125,Private room,East Boston,11,4.5,2,1,80,2,42.389352,-71.005348,20:04.7
2547075,3137257,Entire home/apt,Downtown,3,5,2,0,228,5,42.359849,-71.057794,04:33.7
2547129,3137257,Entire home/apt,Downtown,1,5,3,1,285,7,42.363426,-71.058218,29:15.5
2549840,814298,Entire home/apt,South End,5,5,8,2,439,3,42.33711,-71.077131,35:48.6
2555771,11474005,Entire home/apt,Brighton,1,5,2,0,228,1,42.359635,-71.14318,00:19.1
2560094,4993671,Entire home/apt,Fenway,6,5,1,0,171,14,42.345286,-71.10382,42:40.9
2560413,9770603,Entire home/apt,Fenway,6,5,2,0,137,3,42.340838,-71.096519,16:27.8
2564386,5269290,Private room,Fenway,6,5,2,1,181,1,42.343348,-71.098254,12:42.5
2564544,261895,Private room,South Boston Waterfront,27,5,2,1,204,2,42.347373,-71.050296,32:48.9
2568050,13148757,Private room,Fenway,2,5,2,1,228,2,42.349779,-71.0946,54:19.6
2568853,8232320,Private room,South Boston,0,,2,1,200,1,42.337093,-71.027962,13:02.6
2569369,13155584,Shared room,Allston,14,5,2,1,91,1,42.357029,-71.121702,15:08.5
2573685,508268,Entire home/apt,Downtown,2,4.5,4,1,284,3,42.362708,-71.063307,55:58.3
2583074,13226301,Private room,Roslindale,2,5,1,1,68,2,42.279648,-71.136059,12:48.1
2592301,970426,Entire home/apt,Beacon Hill,2,4.5,4,1,226,7,42.360342,-71.069064,17:51.7
2592416,13271600,Entire home/apt,Jamaica Plain,1,5,10,4,456,3,42.307037,-71.103368,18:34.7
2601744,1651480,Private room,South End,5,4.5,2,1,222,3,42.343515,-71.074956,03:49.6
2611177,13372537,Entire home/apt,Jamaica Plain,1,4.5,6,3,399,2,42.323419,-71.104755,54:26.3
2618188,13408271,Entire home/apt,West End,5,4.5,4,0,211,2,42.365738,-71.068495,33:55.6
2620158,7731770,Private room,South End,17,5,2,1,160,2,42.333483,-71.072076,05:06.3
2621242,13424353,Entire home/apt,Jamaica Plain,6,5,2,1,126,2,42.318423,-71.105505,24:21.3
2631968,13479818,Private room,East Boston,15,5,2,1,114,2,42.377408,-71.036974,11:40.2
2633478,50866,Entire home/apt,North End,5,4.5,4,2,257,2,42.362351,-71.051502,58:42.6
2634361,6331373,Private room,East Boston,2,5,2,1,68,3,42.38912,-71.000741,58:18.8
2634499,6331373,Private room,East Boston,1,5,2,1,68,2,42.384597,-71.003123,56:39.0
2635035,13492857,Private room,Jamaica Plain,23,5,2,1,80,2,42.300368,-71.112443,09:22.1
2636365,13499840,Private room,Jamaica Plain,16,4.5,2,1,103,3,42.327777,-71.110345,34:01.1
2637121,9419684,Entire home/apt,West End,0,,5,2,515,3,42.363186,-71.068561,27:41.0
2643021,13531522,Entire home/apt,Back Bay,4,4.5,4,1,257,3,42.347059,-71.080456,34:05.6
2643924,9419684,Entire home/apt,Chinatown,6,4.5,5,2,470,3,42.351354,-71.061478,43:17.8
2649521,13563081,Entire home/apt,South Boston Waterfront,4,5,6,2,685,4,42.343165,-71.053388,25:24.7
2652133,5417822,Entire home/apt,Jamaica Plain,1,5,5,2,205,7,42.321315,-71.111971,52:22.2
2656568,13597630,Entire home/apt,Back Bay,0,,2,1,685,1,42.348072,-71.076639,23:04.9
2657905,5578043,Entire home/apt,North End,2,3.5,3,1,136,1,42.364847,-71.052334,53:56.3
2658094,5578043,Entire home/apt,North End,4,4,6,2,181,1,42.366658,-71.051928,18:21.4
2658166,13604182,Entire home/apt,Back Bay,1,5,4,2,297,2,42.343743,-71.082558,57:06.7
2660908,3594203,Entire home/apt,Charlestown,15,5,4,1,113,1,42.382268,-71.065836,17:20.7
2660992,757253,Private room,Allston,22,4.5,3,1,97,2,42.353538,-71.120289,02:19.8
2663667,13633800,Entire home/apt,Fenway,1,5,4,0,177,2,42.344171,-71.089389,59:55.1
2664730,13638592,Private room,Dorchester,1,5,2,1,228,1,42.324463,-71.055608,09:06.0
2669524,13665103,Entire home/apt,Back Bay,0,,6,3,1141,1,42.351558,-71.083696,43:32.4
2678255,13712910,Entire home/apt,Back Bay,0,,4,0,485,2,42.352068,-71.085628,57:19.8
2683284,1015632,Entire home/apt,South End,22,4.5,4,1,227,2,42.338075,-71.075329,12:52.2
2687589,7685459,Private room,East Boston,1,4.5,2,1,86,1,42.377101,-71.034209,46:40.0
2687708,7685459,Private room,East Boston,3,4.5,2,1,74,1,42.378432,-71.033743,47:09.0
2687729,7685459,Private room,East Boston,3,5,2,1,86,1,42.37812,-71.03405,58:19.9
2689918,2722041,Private room,West End,1,5,2,1,154,2,42.365043,-71.067951,01:10.5
2694019,12985903,Entire home/apt,South End,8,5,3,1,285,1,42.346674,-71.075498,03:55.4
2695500,7078258,Entire home/apt,Allston,0,,2,1,68,1,42.365699,-71.121096,33:25.6
2698996,13812113,Private room,Jamaica Plain,38,5,2,1,86,2,42.31568,-71.115201,00:11.7
2699566,11971807,Private room,South End,7,4,2,1,114,1,42.344901,-71.074133,18:05.4
2701124,13822322,Entire home/apt,Fenway,1,4,4,1,319,3,42.344791,-71.086584,29:10.4
2707353,7000428,Private room,West End,6,4,1,1,126,3,42.361376,-71.063992,15:11.8
2715779,178829,Private room,Downtown,0,,4,1,456,1,42.357936,-71.052213,04:21.2
2722165,13929879,Entire home/apt,Chinatown,7,4.5,4,2,365,2,42.350194,-71.062056,56:16.4
2723274,8790904,Entire home/apt,Back Bay,3,4.5,2,2,285,1,42.349516,-71.071012,38:00.9
2729015,8130814,Private room,Brighton,1,4,1,1,108,3,42.353492,-71.162557,22:25.9
2734845,10386866,Private room,Downtown,0,,2,1,342,5,42.350028,-71.065917,04:20.8
2742885,14033512,Private room,Roxbury,16,5,2,1,103,1,42.336471,-71.082637,47:02.6
2746855,7000428,Private room,West End,5,4,1,1,131,3,42.361281,-71.064625,53:21.8
2747654,2356643,Entire home/apt,Beacon Hill,9,4,3,0,261,2,42.352597,-71.065219,59:04.9
2752354,14079064,Entire home/apt,Leather District,7,4.5,4,2,456,1,42.350397,-71.056881,45:48.4
2754149,14050476,Private room,Mission Hill,12,5,2,1,68,2,42.327396,-71.105083,46:44.8
2757072,6914639,Entire home/apt,Downtown,8,5,3,1,228,1,42.364888,-71.063262,41:10.8
2763054,7681922,Entire home/apt,Roxbury,2,4.5,4,1,200,1,42.324321,-71.096348,18:03.5
2764080,4689046,Entire home/apt,Back Bay,0,,2,0,143,5,42.353451,-71.076088,18:47.2
2765110,14144158,Private room,South End,17,4.5,1,1,86,1,42.345501,-71.071383,21:57.0
2769753,7000428,Private room,Beacon Hill,7,4.5,1,1,126,3,42.35978,-71.063563,40:26.7
2776143,324630,Entire home/apt,Beacon Hill,42,4,4,0,113,1,42.360873,-71.066672,35:16.4
2776391,3137257,Entire home/apt,Downtown,4,5,4,2,342,7,42.360194,-71.055882,31:22.4
2777752,1362285,Private room,West Roxbury,1,4,4,1,131,1,42.283705,-71.16219,14:47.5
2778656,14211557,Entire home/apt,East Boston,4,5,4,2,143,1,42.375107,-71.033713,11:49.7
2785082,3137257,Entire home/apt,Beacon Hill,2,4,4,2,342,7,42.358011,-71.065655,23:58.7
2794782,10273324,Private room,Dorchester,19,4.5,2,1,97,2,42.282842,-71.071156,10:45.1
2795342,14299585,Private room,Chinatown,45,4.5,2,1,147,1,42.350739,-71.059556,34:39.6
2798787,13372537,Private room,Jamaica Plain,12,4.5,2,1,86,1,42.324514,-71.105406,34:32.0
2801627,14328488,Entire home/apt,South End,1,4,2,0,165,2,42.345228,-71.078349,46:59.3
2803943,14342548,Entire home/apt,Allston,0,,2,1,114,20,42.364341,-71.119162,53:14.4
2806987,343563,Private room,Dorchester,31,5,2,1,94,1,42.313195,-71.054211,38:38.4
2807826,11818167,Entire home/apt,Fenway,1,5,2,1,114,2,42.343598,-71.088244,04:41.6
2811504,872020,Private room,Allston,18,4.5,2,1,113,1,42.3475,-71.134384,53:21.5
2811937,10273324,Private room,Dorchester,18,4.5,1,1,97,2,42.284392,-71.069116,12:32.7
2815009,4841388,Entire home/apt,Back Bay,5,4.5,3,0,342,1,42.353828,-71.077956,12:40.2
2816133,9419684,Entire home/apt,Downtown,2,4.5,3,1,390,7,42.352572,-71.063622,05:46.5
2821825,25188,Entire home/apt,Downtown,1,5,4,2,421,7,42.353186,-71.062596,33:09.6
2821921,25188,Entire home/apt,Downtown,1,5,4,2,366,7,42.351195,-71.063718,12:08.2
2823378,7000428,Private room,Beacon Hill,7,4.5,1,1,131,3,42.360802,-71.064504,42:15.4
2825482,14127603,Entire home/apt,Allston,1,5,4,0,114,5,42.363666,-71.118671,00:49.2
2828803,14471319,Private room,East Boston,18,5,2,1,91,1,42.379219,-71.033298,56:31.9
2831504,50866,Entire home/apt,North End,1,5,6,2,371,2,42.363652,-71.051239,10:41.4
2842124,12312638,Entire home/apt,North End,4,5,3,1,228,2,42.363782,-71.055643,01:53.4
2843445,3164508,Private room,Roslindale,15,5,2,1,80,1,42.281946,-71.141022,21:30.6
2843596,3351569,Private room,South Boston,14,5,1,1,118,1,42.334096,-71.028288,39:06.7
2844324,14546984,Entire home/apt,Back Bay,2,5,2,1,342,2,42.349904,-71.08749,20:21.3
2846739,85770,Private room,South End,25,4.5,1,1,143,1,42.346233,-71.073639,05:18.5
2848239,3011415,Entire home/apt,Chinatown,1,5,3,1,228,3,42.350082,-71.05978,57:03.0
2848330,3011415,Entire home/apt,Chinatown,3,4.5,5,2,285,3,42.348676,-71.061243,32:52.9
2848362,3011415,Entire home/apt,Chinatown,1,5,4,2,285,3,42.348165,-71.059744,49:39.8
2848370,3011415,Entire home/apt,Chinatown,0,,3,1,228,3,42.348988,-71.060493,54:38.6
2871079,14674644,Entire home/apt,Dorchester,0,,2,1,285,1,42.31946,-71.056399,14:56.7
2875267,14696258,Entire home/apt,Jamaica Plain,13,5,2,0,171,2,42.308837,-71.119351,04:36.0
2875671,6033040,Entire home/apt,Beacon Hill,1,,1,0,171,1,42.359603,-71.067262,07:48.9
2880944,5052732,Entire home/apt,Jamaica Plain,3,5,4,2,211,1,42.313951,-71.116009,25:06.1
2881388,9410008,Entire home/apt,Back Bay,11,5,7,3,742,2,42.347617,-71.08495,50:51.7
2883042,14279111,Private room,Allston,1,5,1,1,40,5,42.356376,-71.128852,50:58.4
2884903,14743729,Private room,Jamaica Plain,6,4.5,2,1,80,1,42.305577,-71.113676,14:27.6
2886933,13776857,Entire home/apt,Hyde Park,7,5,8,4,261,1,42.261183,-71.119888,06:09.5
2892825,14785487,Entire home/apt,Roxbury,0,,10,3,679,3,42.311249,-71.086495,08:21.0
2898226,10716287,Entire home/apt,Downtown,28,4.5,4,1,200,1,42.36039,-71.059579,19:51.7
2904021,9419684,Entire home/apt,Fenway,2,5,5,2,470,3,42.344951,-71.098975,43:44.7
2904637,14840087,Private room,Jamaica Plain,4,5,2,1,80,2,42.308254,-71.114978,25:48.9
2909544,1598845,Entire home/apt,Allston,1,5,2,1,126,5,42.365506,-71.119193,47:53.0
2915595,14889768,Entire home/apt,Fenway,13,5,2,1,227,1,42.34987,-71.098861,01:17.3
2915643,14891491,Entire home/apt,Back Bay,0,,4,1,387,3,42.349541,-71.078487,24:34.8
2916208,14892598,Private room,South End,10,5,2,1,113,1,42.340961,-71.066413,52:56.0
2918875,14422289,Entire home/apt,Back Bay,3,5,4,1,257,2,42.349353,-71.077095,46:51.2
2919148,14905384,Entire home/apt,Back Bay,1,5,2,1,342,1,42.347885,-71.08082,55:29.9
2927677,14950464,Entire home/apt,South End,10,4.5,3,0,171,3,42.345761,-71.061409,25:54.2
2930398,12082019,Entire home/apt,South End,13,4.5,4,1,285,1,42.339331,-71.068597,48:26.2
2930663,8139434,Private room,Allston,14,4.5,2,1,90,1,42.354254,-71.137153,53:04.2
2931165,11631886,Private room,Mattapan,11,4.5,2,1,67,1,42.279504,-71.093775,47:51.7
2931271,11631886,Entire home/apt,Mattapan,6,4,8,3,204,1,42.280998,-71.094095,31:29.6
2931870,11631886,Private room,Mattapan,10,4.5,4,1,79,1,42.279208,-71.095272,17:39.1
2933661,11487565,Private room,Jamaica Plain,6,3.5,2,1,112,1,42.305966,-71.108776,16:54.8
2934576,14984506,Entire home/apt,Beacon Hill,1,5,2,1,337,7,42.357115,-71.068852,19:18.4
2935171,14987475,Private room,Dorchester,15,5,3,1,143,2,42.311369,-71.04906,04:26.6
2936066,14486505,Private room,Allston,0,,1,1,68,1,42.350171,-71.141802,56:23.6
2941105,5138139,Entire home/apt,West End,2,4.5,3,1,183,1,42.361828,-71.069399,25:40.0
2943438,14338198,Entire home/apt,Fenway,3,4.5,2,1,325,3,42.350768,-71.092136,40:36.3
2943804,50866,Entire home/apt,North End,0,,5,3,228,2,42.363978,-71.049535,25:31.8
2947662,9402135,Entire home/apt,Beacon Hill,7,5,6,2,341,3,42.358706,-71.063995,34:59.4
2950175,1697505,Private room,Jamaica Plain,1,5,1,1,74,2,42.308411,-71.10132,11:04.8
2959090,15103126,Entire home/apt,West End,2,5,2,0,183,3,42.366441,-71.067422,59:04.8
2959002,15102634,Entire home/apt,Back Bay,0,,2,1,371,1,42.349693,-71.082223,15:39.0
2963419,15123694,Private room,Jamaica Plain,12,5,1,1,80,4,42.318039,-71.116874,46:36.0
2966864,3323158,Entire home/apt,North End,19,5,4,2,257,4,42.365617,-71.057732,35:36.0
2969896,4186430,Private room,South End,14,5,2,1,160,1,42.344582,-71.068627,15:09.4
2979108,3629953,Entire home/apt,Fenway,12,5,2,1,204,1,42.345329,-71.089552,13:25.8
2984396,12884906,Private room,Roxbury,6,4.5,2,1,86,1,42.318875,-71.076113,39:17.5
2986800,2254462,Private room,South End,5,4.5,2,1,193,1,42.341236,-71.070906,19:11.0
2986808,2254462,Entire home/apt,South End,1,5,7,2,371,1,42.343353,-71.071568,23:10.1
2993107,1546670,Entire home/apt,Bay Village,0,,4,2,1369,2,42.34982,-71.06765,42:54.2
2998554,3462813,Entire home/apt,West End,6,5,4,2,337,2,42.361207,-71.067292,09:11.8
3003158,10059052,Entire home/apt,Roxbury,3,5,2,0,160,3,42.338392,-71.082351,07:14.5
3003335,7000428,Private room,Beacon Hill,10,4.5,1,1,114,3,42.360982,-71.064038,36:39.6
3006311,5695034,Entire home/apt,North End,2,4,6,2,205,3,42.365469,-71.051964,47:46.7
3006724,4232125,Private room,East Boston,14,5,2,1,80,1,42.386391,-71.009556,57:54.9
3012529,2005394,Private room,Brighton,31,4.5,2,1,86,1,42.345366,-71.139871,25:42.4
3015972,15370033,Entire home/apt,Brighton,1,4.5,6,3,342,1,42.362504,-71.138197,13:20.2
3021446,113091,Private room,Jamaica Plain,22,4.5,2,1,97,2,42.318371,-71.105615,05:52.3
3022208,776626,Entire home/apt,Allston,1,4,3,0,113,1,42.36412,-71.119449,02:02.9
3031394,15440149,Entire home/apt,Beacon Hill,14,4,2,0,171,1,42.359038,-71.072047,45:01.3
3032367,5695034,Private room,North End,16,5,2,1,148,2,42.366327,-71.054344,18:26.3
3048961,508268,Entire home/apt,Downtown,0,,4,1,284,3,42.351545,-71.063551,55:56.3
3049206,508268,Entire home/apt,Downtown,4,5,4,1,284,3,42.352242,-71.06355,01:30.2
3049996,3016329,Entire home/apt,Downtown,0,,2,1,456,1,42.350145,-71.065207,01:56.5
3052032,1644209,Entire home/apt,Back Bay,6,5,4,1,319,2,42.34766,-71.080662,55:18.8
3052266,1644209,Entire home/apt,Back Bay,1,5,4,1,285,3,42.346959,-71.080217,54:49.2
3052935,886871,Private room,Dorchester,2,4.5,2,1,80,2,42.318687,-71.054843,06:50.9
3052958,15350423,Entire home/apt,Back Bay,6,4.5,3,0,228,1,42.354048,-71.075235,17:35.9
3053055,3826882,Entire home/apt,Allston,0,,2,0,92,5,42.36623,-71.119362,05:46.6
3057116,15561828,Private room,Dorchester,4,5,2,1,86,1,42.307469,-71.076314,47:14.7
3060038,15575274,Private room,Brighton,0,,1,1,79,1,42.347369,-71.138246,30:40.6
3061061,12556651,Entire home/apt,Back Bay,3,4.5,4,2,348,4,42.355131,-71.075374,30:04.5
3063527,680889,Entire home/apt,Chinatown,5,5,3,2,337,1,42.350871,-71.062967,53:12.6
3068453,2356643,Entire home/apt,Downtown,7,3,3,0,216,2,42.35188,-71.064181,14:03.0
3074622,15646805,Private room,East Boston,16,5,2,1,114,2,42.368364,-71.037507,26:17.9
3075044,2572247,Private room,Roslindale,4,5,2,1,80,2,42.286241,-71.134374,52:05.1
3079305,15637560,Entire home/apt,Jamaica Plain,0,,4,2,205,1,42.305738,-71.11455,07:55.4
